timestamp,zone,category,count
2026-09-24 10:45:00,Zone A,roads,4
2026-09-24 10:45:00,Zone A,streetlight,0
2026-09-24 10:45:00,Zone A,noise,2
2026-09-24 10:45:00,Zone B,waterlogging,0
2026-09-24 10:45:00,Zone B,garbage,3
2026-09-24 10:45:00,Zone B,roads,1
2026-09-24 10:45:00,Zone B,streetlight,3
2026-09-24 10:45:00,Zone B,noise,1
2026-09-24 10:45:00,Zone C,waterlogging,0
2026-09-24 10:45:00,Zone C,garbage,5
2026-09-24 10:45:00,Zone C,roads,2
2026-09-24 10:45:00,Zone C,streetlight,0
2026-09-24 10:45:00,Zone C,noise,0
2026-09-24 11:00:00,Zone A,waterlogging,1
2026-09-24 11:00:00,Zone A,garbage,0
2026-09-24 11:00:00,Zone A,roads,1
2026-09-24 11:00:00,Zone A,streetlight,0
2026-09-24 11:00:00,Zone A,noise,0
2026-09-24 11:00:00,Zone B,waterlogging,1
2026-09-24 11:00:00,Zone B,garbage,3
2026-09-24 11:00:00,Zone B,roads,2
2026-09-24 11:00:00,Zone B,streetlight,0
2026-09-24 11:00:00,Zone B,noise,0
2026-09-24 11:00:00,Zone C,waterlogging,1
2026-09-24 11:00:00,Zone C,garbage,1
2026-09-24 11:00:00,Zone C,roads,0
2026-09-24 11:00:00,Zone C,streetlight,0
2026-09-24 11:00:00,Zone C,noise,0
2026-09-24 11:15:00,Zone A,waterlogging,0
2026-09-24 11:15:00,Zone A,garbage,1
2026-09-24 11:15:00,Zone A,roads,1
2026-09-24 11:15:00,Zone A,streetlight,0
2026-09-24 11:15:00,Zone A,noise,1
2026-09-24 11:15:00,Zone B,waterlogging,0
2026-09-24 11:15:00,Zone B,garbage,2
2026-09-24 11:15:00,Zone B,roads,2
2026-09-24 11:15:00,Zone B,streetlight,0
2026-09-24 11:15:00,Zone B,noise,2
2026-09-24 11:15:00,Zone C,waterlogging,0
2026-09-24 11:15:00,Zone C,garbage,0
2026-09-24 11:15:00,Zone C,roads,0
2026-09-24 11:15:00,Zone C,streetlight,0
2026-09-24 11:15:00,Zone C,noise,0
2026-09-24 11:30:00,Zone A,waterlogging,0
2026-09-24 11:30:00,Zone A,garbage,0
2026-09-24 11:30:00,Zone A,roads,1
2026-09-24 11:30:00,Zone A,streetlight,0
2026-09-24 11:30:00,Zone A,noise,2
2026-09-24 11:30:00,Zone B,waterlogging,0
2026-09-24 11:30:00,Zone B,garbage,0
2026-09-24 11:30:00,Zone B,roads,0
2026-09-24 11:30:00,Zone B,streetlight,0
2026-09-24 11:30:00,Zone B,noise,0
2026-09-24 11:30:00,Zone C,waterlogging,0
2026-09-24 11:30:00,Zone C,garbage,0
2026-09-24 11:30:00,Zone C,roads,0
2026-09-24 11:30:00,Zone C,streetlight,0
2026-09-24 11:30:00,Zone C,noise,0
2026-09-24 11:45:00,Zone A,waterlogging,0
2026-09-24 11:45:00,Zone A,garbage,2
2026-09-24 11:45:00,Zone A,roads,2
2026-09-24 11:45:00,Zone A,streetlight,2
2026-09-24 11:45:00,Zone A,noise,0
2026-09-24 11:45:00,Zone B,waterlogging,1
2026-09-24 11:45:00,Zone B,garbage,0
2026-09-24 11:45:00,Zone B,roads,0
2026-09-24 11:45:00,Zone B,streetlight,0
2026-09-24 11:45:00,Zone B,noise,1
2026-09-24 11:45:00,Zone C,waterlogging,0
2026-09-24 11:45:00,Zone C,garbage,2
2026-09-24 11:45:00,Zone C,roads,0
2026-09-24 11:45:00,Zone C,streetlight,2
2026-09-24 11:45:00,Zone C,noise,1
2026-09-24 12:00:00,Zone A,waterlogging,0
2026-09-24 12:00:00,Zone A,garbage,1
2026-09-24 12:00:00,Zone A,roads,0
2026-09-24 12:00:00,Zone A,streetlight,0
2026-09-24 12:00:00,Zone A,noise,0
2026-09-24 12:00:00,Zone B,waterlogging,0
2026-09-24 12:00:00,Zone B,garbage,0
2026-09-24 12:00:00,Zone B,roads,0
2026-09-24 12:00:00,Zone B,streetlight,0
2026-09-24 12:00:00,Zone B,noise,2
2026-09-24 12:00:00,Zone C,waterlogging,1
2026-09-24 12:00:00,Zone C,garbage,0
2026-09-24 12:00:00,Zone C,roads,1
2026-09-24 12:00:00,Zone C,streetlight,1
2026-09-24 12:00:00,Zone C,noise,0
2026-09-24 12:15:00,Zone A,waterlogging,0
2026-09-24 12:15:00,Zone A,garbage,1
2026-09-24 12:15:00,Zone A,roads,1
2026-09-24 12:15:00,Zone A,streetlight,1
2026-09-24 12:15:00,Zone A,noise,0
2026-09-24 12:15:00,Zone B,waterlogging,0
2026-09-24 12:15:00,Zone B,garbage,0
2026-09-24 12:15:00,Zone B,roads,0
2026-09-24 12:15:00,Zone B,streetlight,0
2026-09-24 12:15:00,Zone B,noise,0
2026-09-24 12:15:00,Zone C,waterlogging,0
2026-09-24 12:15:00,Zone C,garbage,0
2026-09-24 12:15:00,Zone C,roads,1
2026-09-24 12:15:00,Zone C,streetlight,0
2026-09-24 12:15:00,Zone C,noise,1
2026-09-24 12:30:00,Zone A,waterlogging,0
2026-09-24 12:30:00,Zone A,garbage,3
2026-09-24 12:30:00,Zone A,roads,0
2026-09-24 12:30:00,Zone A,streetlight,0
2026-09-24 12:30:00,Zone A,noise,2
2026-09-24 12:30:00,Zone B,waterlogging,0
2026-09-24 12:30:00,Zone B,garbage,0
2026-09-24 12:30:00,Zone B,roads,1
2026-09-24 12:30:00,Zone B,streetlight,0
2026-09-24 12:30:00,Zone B,noise,1
2026-09-24 12:30:00,Zone C,waterlogging,0
2026-09-24 12:30:00,Zone C,garbage,0
2026-09-24 12:30:00,Zone C,roads,1
2026-09-24 12:30:00,Zone C,streetlight,0
2026-09-24 12:30:00,Zone C,noise,0
2026-09-24 12:45:00,Zone A,waterlogging,3
2026-09-24 12:45:00,Zone A,garbage,0
2026-09-24 12:45:00,Zone A,roads,0
2026-09-24 12:45:00,Zone A,streetlight,1
2026-09-24 12:45:00,Zone A,noise,1
2026-09-24 12:45:00,Zone B,waterlogging,1
2026-09-24 12:45:00,Zone B,garbage,1
2026-09-24 12:45:00,Zone B,roads,0
2026-09-24 12:45:00,Zone B,streetlight,0
2026-09-24 12:45:00,Zone B,noise,3
2026-09-24 12:45:00,Zone C,waterlogging,2
2026-09-24 12:45:00,Zone C,garbage,0
2026-09-24 12:45:00,Zone C,roads,1
2026-09-24 12:45:00,Zone C,streetlight,1
2026-09-24 12:45:00,Zone C,noise,1
2026-09-24 13:00:00,Zone A,waterlogging,6
2026-09-24 13:00:00,Zone A,garbage,2
2026-09-24 13:00:00,Zone A,roads,2
2026-09-24 13:00:00,Zone A,streetlight,1
2026-09-24 13:00:00,Zone A,noise,1
2026-09-24 13:00:00,Zone B,waterlogging,0
2026-09-24 13:00:00,Zone B,garbage,2
2026-09-24 13:00:00,Zone B,roads,1
2026-09-24 13:00:00,Zone B,streetlight,0
2026-09-24 13:00:00,Zone B,noise,2
2026-09-24 13:00:00,Zone C,waterlogging,1
2026-09-24 13:00:00,Zone C,garbage,1
2026-09-24 13:00:00,Zone C,roads,2
2026-09-24 13:00:00,Zone C,streetlight,2
2026-09-24 13:00:00,Zone C,noise,0
2026-09-24 13:15:00,Zone A,waterlogging,8
2026-09-24 13:15:00,Zone A,garbage,1
2026-09-24 13:15:00,Zone A,roads,3
2026-09-24 13:15:00,Zone A,streetlight,1
2026-09-24 13:15:00,Zone A,noise,4
2026-09-24 13:15:00,Zone B,waterlogging,0
2026-09-24 13:15:00,Zone B,garbage,2
2026-09-24 13:15:00,Zone B,roads,1
2026-09-24 13:15:00,Zone B,streetlight,0
2026-09-24 13:15:00,Zone B,noise,1
2026-09-24 13:15:00,Zone C,waterlogging,0
2026-09-24 13:15:00,Zone C,garbage,0
2026-09-24 13:15:00,Zone C,roads,3
2026-09-24 13:15:00,Zone C,streetlight,2
2026-09-24 13:15:00,Zone C,noise,1
2026-09-24 13:30:00,Zone A,waterlogging,11
2026-09-24 13:30:00,Zone A,garbage,3
2026-09-24 13:30:00,Zone A,roads,4
2026-09-24 13:30:00,Zone A,streetlight,0
2026-09-24 13:30:00,Zone A,noise,2
2026-09-24 13:30:00,Zone B,waterlogging,0
2026-09-24 13:30:00,Zone B,garbage,1
2026-09-24 13:30:00,Zone B,roads,0
2026-09-24 13:30:00,Zone B,streetlight,0
2026-09-24 13:30:00,Zone B,noise,2
2026-09-24 13:30:00,Zone C,waterlogging,0
2026-09-24 13:30:00,Zone C,garbage,2
2026-09-24 13:30:00,Zone C,roads,1
2026-09-24 13:30:00,Zone C,streetlight,0
2026-09-24 13:30:00,Zone C,noise,1
2026-09-24 13:45:00,Zone A,waterlogging,4
2026-09-24 13:45:00,Zone A,garbage,1
2026-09-24 13:45:00,Zone A,roads,3
2026-09-24 13:45:00,Zone A,streetlight,1
2026-09-24 13:45:00,Zone A,noise,3
2026-09-24 13:45:00,Zone B,waterlogging,1
2026-09-24 13:45:00,Zone B,garbage,0
2026-09-24 13:45:00,Zone B,roads,0
2026-09-24 13:45:00,Zone B,streetlight,0
2026-09-24 13:45:00,Zone B,noise,1
2026-09-24 13:45:00,Zone C,waterlogging,1
2026-09-24 13:45:00,Zone C,garbage,1
2026-09-24 13:45:00,Zone C,roads,0
2026-09-24 13:45:00,Zone C,streetlight,0
2026-09-24 13:45:00,Zone C,noise,0
2026-09-24 14:00:00,Zone A,waterlogging,4
2026-09-24 14:00:00,Zone A,garbage,1
2026-09-24 14:00:00,Zone A,roads,0
2026-09-24 14:00:00,Zone A,streetlight,0
2026-09-24 14:00:00,Zone A,noise,2
2026-09-24 14:00:00,Zone B,waterlogging,0
2026-09-24 14:00:00,Zone B,garbage,0
2026-09-24 14:00:00,Zone B,roads,1
2026-09-24 14:00:00,Zone B,streetlight,0
2026-09-24 14:00:00,Zone B,noise,1
2026-09-24 14:00:00,Zone C,waterlogging,0
2026-09-24 14:00:00,Zone C,garbage,0
2026-09-24 14:00:00,Zone C,roads,0
2026-09-24 14:00:00,Zone C,streetlight,0
2026-09-24 14:00:00,Zone C,noise,3
2026-09-24 14:15:00,Zone A,waterlogging,0
2026-09-24 14:15:00,Zone A,garbage,0
2026-09-24 14:15:00,Zone A,roads,0
2026-09-24 14:15:00,Zone A,streetlight,1
2026-09-24 14:15:00,Zone A,noise,0
2026-09-24 14:15:00,Zone B,waterlogging,0
2026-09-24 14:15:00,Zone B,garbage,0
2026-09-24 14:15:00,Zone B,roads,0
2026-09-24 14:15:00,Zone B,streetlight,0
2026-09-24 14:15:00,Zone B,noise,1
2026-09-24 14:15:00,Zone C,waterlogging,1
2026-09-24 14:15:00,Zone C,garbage,0
2026-09-24 14:15:00,Zone C,roads,0
2026-09-24 14:15:00,Zone C,streetlight,0
2026-09-24 14:15:00,Zone C,noise,0
2026-09-24 14:30:00,Zone A,waterlogging,0
2026-09-24 14:30:00,Zone A,garbage,1
2026-09-24 14:30:00,Zone A,roads,0
2026-09-24 14:30:00,Zone A,streetlight,0
2026-09-24 14:30:00,Zone A,noise,2
2026-09-24 14:30:00,Zone B,waterlogging,1
2026-09-24 14:30:00,Zone B,garbage,3
2026-09-24 14:30:00,Zone B,roads,0
2026-09-24 14:30:00,Zone B,streetlight,0
2026-09-24 14:30:00,Zone B,noise,1
2026-09-24 14:30:00,Zone C,waterlogging,0
2026-09-24 14:30:00,Zone C,garbage,3
2026-09-24 14:30:00,Zone C,roads,0
2026-09-24 14:30:00,Zone C,streetlight,0
2026-09-24 14:30:00,Zone C,noise,1
2026-09-24 14:45:00,Zone A,waterlogging,0
2026-09-24 14:45:00,Zone A,garbage,0
2026-09-24 14:45:00,Zone A,roads,1
2026-09-24 14:45:00,Zone A,streetlight,1
2026-09-24 14:45:00,Zone A,noise,0
2026-09-24 14:45:00,Zone B,waterlogging,0
2026-09-24 14:45:00,Zone B,garbage,3
2026-09-24 14:45:00,Zone B,roads,1
2026-09-24 14:45:00,Zone B,streetlight,1
2026-09-24 14:45:00,Zone B,noise,0
2026-09-24 14:45:00,Zone C,waterlogging,0
2026-09-24 14:45:00,Zone C,garbage,0
2026-09-24 14:45:00,Zone C,roads,0
2026-09-24 14:45:00,Zone C,streetlight,1
2026-09-24 14:45:00,Zone C,noise,1
2026-09-24 15:00:00,Zone A,waterlogging,0
2026-09-24 15:00:00,Zone A,garbage,0
2026-09-24 15:00:00,Zone A,roads,0
2026-09-24 15:00:00,Zone A,streetlight,1
2026-09-24 15:00:00,Zone A,noise,1
2026-09-24 15:00:00,Zone B,waterlogging,0
2026-09-24 15:00:00,Zone B,garbage,2
2026-09-24 15:00:00,Zone B,roads,0
2026-09-24 15:00:00,Zone B,streetlight,0
2026-09-24 15:00:00,Zone B,noise,1
2026-09-24 15:00:00,Zone C,waterlogging,0
2026-09-24 15:00:00,Zone C,garbage,1
2026-09-24 15:00:00,Zone C,roads,1
2026-09-24 15:00:00,Zone C,streetlight,0
2026-09-24 15:00:00,Zone C,noise,1
2026-09-24 15:15:00,Zone A,waterlogging,1
2026-09-24 15:15:00,Zone A,garbage,0
2026-09-24 15:15:00,Zone A,roads,3
2026-09-24 15:15:00,Zone A,streetlight,0
2026-09-24 15:15:00,Zone A,noise,0
2026-09-24 15:15:00,Zone B,waterlogging,0
2026-09-24 15:15:00,Zone B,garbage,1
2026-09-24 15:15:00,Zone B,roads,1
2026-09-24 15:15:00,Zone B,streetlight,0
2026-09-24 15:15:00,Zone B,noise,2
2026-09-24 15:15:00,Zone C,waterlogging,1
2026-09-24 15:15:00,Zone C,garbage,2
2026-09-24 15:15:00,Zone C,roads,1
2026-09-24 15:15:00,Zone C,streetlight,2
2026-09-24 15:15:00,Zone C,noise,2
2026-09-24 15:30:00,Zone A,waterlogging,0
2026-09-24 15:30:00,Zone A,garbage,1
2026-09-24 15:30:00,Zone A,roads,1
2026-09-24 15:30:00,Zone A,streetlight,3
2026-09-24 15:30:00,Zone A,noise,2
2026-09-24 15:30:00,Zone B,waterlogging,1
2026-09-24 15:30:00,Zone B,garbage,1
2026-09-24 15:30:00,Zone B,roads,0
2026-09-24 15:30:00,Zone B,streetlight,0
2026-09-24 15:30:00,Zone B,noise,1
2026-09-24 15:30:00,Zone C,waterlogging,1
2026-09-24 15:30:00,Zone C,garbage,1
2026-09-24 15:30:00,Zone C,roads,1
2026-09-24 15:30:00,Zone C,streetlight,1
2026-09-24 15:30:00,Zone C,noise,1
2026-09-24 15:45:00,Zone A,waterlogging,0
2026-09-24 15:45:00,Zone A,garbage,1
2026-09-24 15:45:00,Zone A,roads,2
2026-09-24 15:45:00,Zone A,streetlight,2
2026-09-24 15:45:00,Zone A,noise,1
2026-09-24 15:45:00,Zone B,waterlogging,0
2026-09-24 15:45:00,Zone B,garbage,4
2026-09-24 15:45:00,Zone B,roads,0
2026-09-24 15:45:00,Zone B,streetlight,1
2026-09-24 15:45:00,Zone B,noise,0
2026-09-24 15:45:00,Zone C,waterlogging,0
2026-09-24 15:45:00,Zone C,garbage,0
2026-09-24 15:45:00,Zone C,roads,0
2026-09-24 15:45:00,Zone C,streetlight,0
2026-09-24 15:45:00,Zone C,noise,0
